complaint_id,date,source,region,latitude,longitude,category,subcategory,description,resource_availability
C000543,2025-02-27,dept_safety,Kolhapur,17.01732,73.320827,Disaster Management,,Report: Disaster Management problem reported near area school. citizen notes delays.,0.01
C000544,2025-09-26,dept_safety,Nagpur,17.278952,73.017013,Fire,,Report: Fire problem reported near area school. citizen notes delays.,0.32
C000545,2024-03-20,dept_health,Pune,17.642767,73.824127,Vector Control,,Report: Vector Control problem reported near area market. citizen notes delays.,0.48
C000546,2024-08-06,dept_health,Akola,17.513679,73.620692,Sanitation,,Report: Sanitation problem reported near area hospital. citizen notes delays.,0.44
C000547,2024-03-10,dept_health,Kolhapur,17.661864,73.300749,Healthcare,,Report: Healthcare problem reported near area school. citizen notes delays.,0.02
C000548,2025-03-20,dept_safety,Thane,17.571862,73.543656,Fire,,Report: Fire problem reported near area hospital. citizen notes delays.,0.23
C000549,2025-04-29,dept_infrastructure,Nashik,17.971523,73.389878,Drainage,,Report: Drainage problem reported near area market. citizen notes delays.,0.63
C000550,2024-08-17,dept_health,Nashik,17.116181,73.322002,Healthcare,,Report: Healthcare problem reported near area school. citizen notes delays.,0.02
C000551,2024-08-22,dept_health,Solapur,17.310288,73.320279,Healthcare,,Report: Healthcare problem reported near area market. citizen notes delays.,0.28
C000552,2024-01-10,dept_safety,Solapur,17.927669,73.216179,Disaster Management,,Report: Disaster Management problem reported near area school. citizen notes delays.,0.98
C000553,2024-10-16,dept_infrastructure,Kolhapur,17.404913,73.072933,Roads,,Report: Roads problem reported near area station. citizen notes delays.,0.15
C000554,2024-09-15,dept_infrastructure,Aurangabad,17.649894,73.981732,Electricity,,Report: Electricity problem reported near area market. citizen notes delays.,0.7
C000555,2025-05-06,dept_infrastructure,Amravati,17.903149,73.949531,Drainage,,Report: Drainage problem reported near area station. citizen notes delays.,0.69
C000556,2024-09-29,dept_health,Kolhapur,17.448428,73.650546,Healthcare,,Report: Healthcare problem reported near area market. citizen notes delays.,0.04
C000557,2024-11-01,dept_health,Solapur,17.929212,73.136315,Sanitation,,Report: Sanitation problem reported near area station. citizen notes delays.,0.66
C000558,2024-02-26,dept_health,Aurangabad,17.89108,73.421791,Vector Control,,Report: Vector Control problem reported near area station. citizen notes delays.,0.35
C000559,2025-05-11,dept_health,Pune,17.09267,73.761965,Vector Control,,Report: Vector Control problem reported near area market. citizen notes delays.,0.24
C000560,2024-07-24,dept_safety,Aurangabad,17.665211,73.349476,Fire,,Report: Fire problem reported near area school. citizen notes delays.,0.55
C000561,2025-09-23,dept_infrastructure,Amravati,17.146413,73.534797,Water Supply,,Resident reports issue. Contact: 9087504665. Needs urgent fix.,0.73
C000562,2025-04-06,dept_health,Thane,17.460871,73.254228,Sanitation,,Report: Sanitation problem reported near area market. citizen notes delays.,0.13
C000563,2025-01-22,dept_safety,Thane,17.332616,73.933387,Fire,,Report: Fire problem reported near area hospital. citizen notes delays.,0.73
C000564,2024-10-03,dept_infrastructure,Amravati,17.628114,73.06684,Electricity,,Report: Electricity problem reported near area school. citizen notes delays.,0.75
C000565,2024-11-30,dept_health,Nashik,17.576686,73.379309,Sanitation,,Report: Sanitation problem reported near area school. citizen notes delays.,0.98
C000566,2025-09-09,dept_infrastructure,Kolhapur,17.13171,73.37649,Water Supply,,Report: Water Supply problem reported near area station. citizen notes delays.,0.07
C000567,2024-06-01,dept_safety,Nagpur,17.447565,73.667344,Disaster Management,,Report: Disaster Management problem reported near area station. citizen notes delays.,0.7
C000568,2024-12-20,dept_safety,Pune,17.305848,73.630304,Disaster Management,,Report: Disaster Management problem reported near area station. citizen notes delays.,0.79
C000569,2025-05-28,dept_infrastructure,Kolhapur,17.646499,73.377476,Electricity,,Report: Electricity problem reported near area school. citizen notes delays.,0.03
C000570,2024-03-04,dept_health,Mumbai,17.983774,73.284116,Healthcare,,Report: Healthcare problem reported near area station. citizen notes delays.,0.72
C000571,2025-09-27,dept_safety,Nashik,17.050591,73.294694,Disaster Management,,Report: Disaster Management problem reported near area market. citizen notes delays.,0.06
C000572,2025-10-08,dept_infrastructure,Akola,17.061073,73.325778,Drainage,,Report: Drainage problem reported near area school. citizen notes delays.,0.58
C000573,2024-01-20,dept_safety,Pune,17.755961,73.740599,Fire,,Report: Fire problem reported near area school. citizen notes delays.,0.13
C000574,2024-02-25,dept_health,Thane,17.925621,73.339569,Healthcare,,Report: Healthcare problem reported near area station. citizen notes delays.,0.83
C000575,2025-07-29,dept_safety,Aurangabad,17.344537,73.380018,Public Safety,,Report: Public Safety problem reported near area station. citizen notes delays.,0.48
C000576,2024-12-07,dept_safety,Akola,17.884503,73.492443,Public Safety,,Report: Public Safety problem reported near area station. citizen notes delays.,0.45
C000577,2024-12-28,dept_safety,Nashik,17.104144,73.345819,Public Safety,,Report: Public Safety problem reported near area school. citizen notes delays.,0.78
C000578,2025-01-18,dept_safety,Aurangabad,17.920982,73.182931,Public Safety,,Report: Public Safety problem reported near area school. citizen notes delays.,0.37
C000579,2024-08-17,dept_infrastructure,Pune,17.02196,73.02192,Water Supply,,Report: Water Supply problem reported near area hospital. citizen notes delays.,0.15
C000580,2024-07-31,dept_safety,Pune,17.328871,73.913144,Fire,,Report: Fire problem reported near area hospital. citizen notes delays.,0.68
C000581,2024-08-19,dept_health,Thane,17.665886,73.986169,Sanitation,,Report: Sanitation problem reported near area hospital. citizen notes delays.,0.55
C000582,2025-04-27,dept_safety,Solapur,17.281133,73.988757,Fire,,Report: Fire problem reported near area market. citizen notes delays.,0.35
C000583,2024-08-24,dept_health,Kolhapur,17.999514,73.056914,Vector Control,,Report: Vector Control problem reported near area hospital. citizen notes delays.,0.18
C000584,2025-02-16,dept_health,Nashik,17.722728,73.772319,Sanitation,,Report: Sanitation problem reported near area station. citizen notes delays.,0.43
C000585,2024-04-22,dept_health,Nagpur,17.340301,73.17997,Sanitation,,Report: Sanitation problem reported near area school. citizen notes delays.,0.48
C000586,2024-09-15,dept_infrastructure,Nagpur,17.168915,73.650941,Roads,,Report: Roads problem reported near area market. citizen notes delays.,0.77
C000587,2025-08-02,dept_infrastructure,Mumbai,17.914342,73.474385,Water Supply,,Report: Water Supply problem reported near area hospital. citizen notes delays.,0.27
C000588,2025-02-14,dept_infrastructure,Nashik,17.080768,73.451353,Electricity,,Report: Electricity problem reported near area hospital. citizen notes delays.,0.1
C000589,2024-08-27,dept_safety,Kolhapur,17.728182,73.470418,Public Safety,,Report: Public Safety problem reported near area market. citizen notes delays.,0.67
C000590,2024-08-30,dept_health,Kolhapur,17.198398,73.03642,Sanitation,,Report: Sanitation problem reported near area hospital. citizen notes delays.,0.14
C000591,2024-07-13,dept_infrastructure,Thane,17.9992,73.025683,Water Supply,,Report: Water Supply problem reported near area school. citizen notes delays.,0.63
C000592,2025-05-12,dept_safety,Kolhapur,17.82095,73.295674,Public Safety,,Report: Public Safety problem reported near area school. citizen notes delays.,0.78
C000593,2024-12-23,dept_health,Akola,17.892158,73.233057,Vector Control,,Report: Vector Control problem reported near area hospital. citizen notes delays.,0.9
C000594,2024-03-02,dept_safety,Nashik,17.557662,73.337137,Fire,,Report: Fire problem reported near area hospital. citizen notes delays.,0.27
C000595,2024-08-18,dept_safety,Nagpur,17.827232,73.78359,Fire,,Report: Fire problem reported near area hospital. citizen notes delays.,0.75
C000596,2024-03-04,dept_safety,Aurangabad,17.415011,73.028873,Public Safety,,Report: Public Safety problem reported near area school. citizen notes delays.,1.0
C000597,2024-03-24,dept_safety,Solapur,17.379431,73.394499,Disaster Management,,Report: Disaster Management problem reported near area hospital. citizen notes delays.,0.8
C000598,2024-02-02,dept_health,Akola,17.795838,73.077057,Healthcare,,Report: Healthcare problem reported near area hospital. citizen notes delays.,0.67
C000599,2024-06-09,dept_infrastructure,Solapur,17.06592,73.911539,Roads,,Resident reports issue. Contact: 9131725840. Needs urgent fix.,0.02
C000600,2025-08-07,dept_infrastructure,Amravati,17.68304,73.045773,Electricity,,Report: Electricity problem reported near area station. citizen notes delays.,0.05
C000601,2025-03-09,dept_infrastructure,Nagpur,17.792409,73.162938,Drainage,,Report: Drainage problem reported near area market. citizen notes delays.,0.24
C000602,2025-10-01,dept_infrastructure,Thane,17.573775,73.530398,Drainage,,Report: Drainage problem reported near area market. citizen notes delays.,0.02
C000603,2024-10-01,dept_safety,Nagpur,17.663321,73.344401,Public Safety,,Report: Public Safety problem reported near area hospital. citizen notes delays.,0.76
C000604,2025-02-01,dept_health,Nashik,17.541008,73.025096,Healthcare,,Report: Healthcare problem reported near area market. citizen notes delays.,0.4
C000605,2024-01-22,dept_infrastructure,Aurangabad,17.041963,73.779313,Water Supply,,Report: Water Supply problem reported near area market. citizen notes delays.,0.53
C000606,2024-07-27,dept_safety,Thane,17.785263,73.218276,Public Safety,,Report: Public Safety problem reported near area school. citizen notes delays.,0.8
C000607,2025-01-30,dept_safety,Amravati,17.663045,73.010278,Disaster Management,,Report: Disaster Management problem reported near area school. citizen notes delays.,0.27
C000608,2024-08-08,dept_infrastructure,Thane,17.635452,73.745483,Electricity,,Report: Electricity problem reported near area market. citizen notes delays.,0.06
C000609,2025-04-18,dept_health,Nashik,17.344387,73.996345,Sanitation,,Report: Sanitation problem reported near area market. citizen notes delays.,0.7
C000610,2025-05-01,dept_health,Nagpur,17.259041,73.523134,Healthcare,,Report: Healthcare problem reported near area hospital. citizen notes delays.,0.89
C000611,2025-01-11,dept_safety,Thane,17.819433,73.423626,Disaster Management,,Report: Disaster Management problem reported near area hospital. citizen notes delays.,0.32
C000612,2024-11-11,dept_infrastructure,Nagpur,17.440321,73.061112,Electricity,,Report: Electricity problem reported near area hospital. citizen notes delays.,0.51
C000613,2025-01-13,dept_safety,Mumbai,17.489047,73.162639,Public Safety,,Report: Public Safety problem reported near area market. citizen notes delays.,0.05
C000614,2025-02-10,dept_health,Kolhapur,17.763702,73.567742,Healthcare,,Report: Healthcare problem reported near area market. citizen notes delays.,0.64
C000615,2024-06-01,dept_infrastructure,Amravati,17.315475,73.301716,Roads,,Report: Roads problem reported near area station. citizen notes delays.,0.28
C000616,2024-07-28,dept_safety,Amravati,17.957345,73.116824,Public Safety,,Report: Public Safety problem reported near area school. citizen notes delays.,0.59
C000617,2025-09-14,dept_safety,Mumbai,17.774359,73.409563,Disaster Management,,Resident reports issue. Contact: 9656911395. Needs urgent fix.,0.59
C000618,2025-09-01,dept_safety,Thane,17.97249,73.770219,Public Safety,,Report: Public Safety problem reported near area school. citizen notes delays.,0.1
C000619,2024-11-29,dept_infrastructure,Solapur,17.852357,73.575046,Drainage,,Report: Drainage problem reported near area hospital. citizen notes delays.,0.35
C000620,2024-05-11,dept_health,Nashik,17.432685,73.838637,Vector Control,,Report: Vector Control problem reported near area market. citizen notes delays.,0.6
C000621,2024-09-06,dept_infrastructure,Solapur,17.624815,73.288858,Water Supply,,Report: Water Supply problem reported near area market. citizen notes delays.,0.87
C000622,2024-09-26,dept_health,Solapur,17.531938,73.813143,Healthcare,,Report: Healthcare problem reported near area station. citizen notes delays.,0.03
C000623,2025-10-07,dept_health,Solapur,17.019837,73.739658,Vector Control,,Resident reports issue. Contact: 9489438980. Needs urgent fix.,0.85
C000624,2025-08-06,dept_health,Aurangabad,17.324224,73.901046,Vector Control,,Resident reports issue. Contact: 9769706343. Needs urgent fix.,0.17
C000625,2025-02-03,dept_infrastructure,Solapur,17.675785,73.544874,Drainage,,Report: Drainage problem reported near area hospital. citizen notes delays.,0.86
C000626,2024-07-10,dept_safety,Aurangabad,17.828593,73.746464,Fire,,Report: Fire problem reported near area market. citizen notes delays.,0.7
C000627,2024-05-13,dept_safety,Akola,17.679922,73.062327,Disaster Management,,Report: Disaster Management problem reported near area hospital. citizen notes delays.,0.33
C000628,2024-09-27,dept_health,Nagpur,17.642901,73.322808,Vector Control,,Report: Vector Control problem reported near area station. citizen notes delays.,0.52
C000629,2025-06-15,dept_health,Thane,17.874638,73.709644,Vector Control,,Report: Vector Control problem reported near area school. citizen notes delays.,0.47
C000630,2024-08-28,dept_infrastructure,Mumbai,17.465908,73.033279,Electricity,,Report: Electricity problem reported near area school. citizen notes delays.,0.36
C000631,2024-07-24,dept_safety,Amravati,17.440034,73.807461,Disaster Management,,Report: Disaster Management problem reported near area market. citizen notes delays.,0.71
C000632,2024-03-10,dept_safety,Akola,17.224972,73.085215,Public Safety,,Report: Public Safety problem reported near area station. citizen notes delays.,0.23
C000633,2024-01-25,dept_health,Kolhapur,17.590471,73.857318,Healthcare,,Report: Healthcare problem reported near area station. citizen notes delays.,0.45
C000634,2025-07-27,dept_safety,Pune,17.584508,73.873697,Public Safety,,Report: Public Safety problem reported near area hospital. citizen notes delays.,0.03
C000635,2025-04-18,dept_health,Nashik,17.735146,73.780456,Healthcare,,Report: Healthcare problem reported near area school. citizen notes delays.,0.66
C000636,2024-08-04,dept_safety,Akola,17.842051,73.002133,Fire,,Report: Fire problem reported near area hospital. citizen notes delays.,0.02
C000637,2024-04-16,dept_infrastructure,Mumbai,17.828452,73.708687,Roads,,Report: Roads problem reported near area school. citizen notes delays.,0.83
C000638,2024-12-01,dept_health,Nagpur,17.485491,73.639672,Sanitation,,Report: Sanitation problem reported near area hospital. citizen notes delays.,0.06
C000639,2024-10-11,dept_safety,Amravati,17.535943,73.107268,Disaster Management,,Report: Disaster Management problem reported near area station. citizen notes delays.,0.36
C000640,2025-10-08,dept_safety,Nagpur,17.493539,73.544579,Public Safety,,Report: Public Safety problem reported near area market. citizen notes delays.,0.54
C000641,2025-07-16,dept_infrastructure,Kolhapur,17.43783,73.045039,Electricity,,Report: Electricity problem reported near area hospital. citizen notes delays.,0.64
C000642,2025-01-24,dept_safety,Nashik,17.798415,73.102457,Disaster Management,,Report: Disaster Management problem reported near area market. citizen notes delays.,0.74
C000643,2024-08-05,dept_health,Nashik,17.318736,73.186373,Healthcare,,Resident reports issue. Contact: 9975679679. Needs urgent fix.,0.55
C000644,2024-08-18,dept_infrastructure,Solapur,17.380273,73.584512,Roads,,Report: Roads problem reported near area hospital. citizen notes delays.,0.78
C000645,2025-08-25,dept_infrastructure,Pune,17.060765,73.553644,Water Supply,,Report: Water Supply problem reported near area hospital. citizen notes delays.,0.71
C000646,2024-01-17,dept_health,Solapur,17.791222,73.696365,Sanitation,,Resident reports issue. Contact: 9225001904. Needs urgent fix.,0.36
C000647,2024-05-08,dept_infrastructure,Pune,17.920171,73.99331,Roads,,Report: Roads problem reported near area market. citizen notes delays.,0.46
C000648,2025-02-15,dept_infrastructure,Pune,17.297966,73.864737,Water Supply,,Report: Water Supply problem reported near area school. citizen notes delays.,0.33
C000649,2025-08-27,dept_infrastructure,Solapur,17.597901,73.00841,Water Supply,,Report: Water Supply problem reported near area market. citizen notes delays.,0.71
C000650,2024-02-23,dept_health,Amravati,17.565849,73.994151,Vector Control,,Report: Vector Control problem reported near area station. citizen notes delays.,0.02
C000651,2025-06-11,dept_safety,Amravati,17.754833,73.083277,Disaster Management,,Report: Disaster Management problem reported near area market. citizen notes delays.,0.93
C000652,2025-07-27,dept_health,Kolhapur,17.762429,73.140415,Healthcare,,Report: Healthcare problem reported near area station. citizen notes delays.,0.49
C000653,2024-12-04,dept_health,Kolhapur,17.961059,73.968337,Sanitation,,Report: Sanitation problem reported near area hospital. citizen notes delays.,0.29
C000654,2025-04-11,dept_infrastructure,Amravati,17.748529,73.195449,Drainage,,Report: Drainage problem reported near area school. citizen notes delays.,0.58
C000655,2024-02-27,dept_infrastructure,Nagpur,17.324321,73.382218,Roads,,Report: Roads problem reported near area station. citizen notes delays.,0.43
C000656,2024-08-04,dept_safety,Solapur,17.405728,73.115511,Fire,,Report: Fire problem reported near area station. citizen notes delays.,0.98
C000657,2025-10-04,dept_safety,Nagpur,17.169137,73.93762,Disaster Management,,Report: Disaster Management problem reported near area hospital. citizen notes delays.,0.49
C000658,2024-09-17,dept_safety,Amravati,17.927911,73.276141,Disaster Management,,Report: Disaster Management problem reported near area hospital. citizen notes delays.,0.12
C000659,2024-02-04,dept_safety,Kolhapur,17.212475,73.337639,Fire,,Report: Fire problem reported near area market. citizen notes delays.,0.6
C000660,2025-02-05,dept_health,Aurangabad,17.029368,73.046105,Vector Control,,Report: Vector Control problem reported near area station. citizen notes delays.,0.02
C000661,2025-01-07,dept_infrastructure,Aurangabad,17.082868,73.874318,Drainage,,Report: Drainage problem reported near area school. citizen notes delays.,0.12
C000662,2024-07-04,dept_safety,Amravati,17.771523,73.722287,Fire,,Report: Fire problem reported near area market. citizen notes delays.,0.57
C000663,2024-11-21,dept_infrastructure,Kolhapur,17.130536,73.621024,Electricity,,Report: Electricity problem reported near area hospital. citizen notes delays.,0.37
C000664,2025-10-07,dept_infrastructure,Kolhapur,17.853612,73.790073,Roads,,Report: Roads problem reported near area hospital. citizen notes delays.,0.55
C000665,2024-11-30,dept_health,Amravati,17.273068,73.715654,Vector Control,,Report: Vector Control problem reported near area school. citizen notes delays.,0.25
C000666,2024-08-21,dept_health,Kolhapur,17.004579,73.851284,Healthcare,,Report: Healthcare problem reported near area station. citizen notes delays.,0.19
C000667,2025-07-31,dept_infrastructure,Akola,17.384509,73.618592,Electricity,,Report: Electricity problem reported near area school. citizen notes delays.,0.48
C000668,2024-07-14,dept_infrastructure,Amravati,17.137763,73.516417,Water Supply,,Report: Water Supply problem reported near area school. citizen notes delays.,0.15
C000669,2025-10-03,dept_health,Nagpur,17.779543,73.360849,Sanitation,,Report: Sanitation problem reported near area station. citizen notes delays.,0.56
C000670,2024-10-19,dept_infrastructure,Mumbai,17.854226,73.252518,Electricity,,Report: Electricity problem reported near area station. citizen notes delays.,0.19
C000671,2024-10-19,dept_health,Akola,17.183131,73.086734,Healthcare,,Resident reports issue. Contact: 9859489087. Needs urgent fix.,0.39
C000672,2025-09-09,dept_infrastructure,Pune,17.939751,73.125494,Electricity,,Report: Electricity problem reported near area hospital. citizen notes delays.,0.3
C000673,2025-08-18,dept_infrastructure,Solapur,17.575784,73.796433,Water Supply,,Report: Water Supply problem reported near area school. citizen notes delays.,0.93
C000674,2024-05-14,dept_safety,Aurangabad,17.745129,73.739883,Fire,,Report: Fire problem reported near area school. citizen notes delays.,0.52
C000675,2025-02-10,dept_safety,Nagpur,17.004126,73.883781,Disaster Management,,Report: Disaster Management problem reported near area market. citizen notes delays.,0.71
C000676,2025-01-12,dept_health,Solapur,17.436216,73.507265,Sanitation,,Report: Sanitation problem reported near area hospital. citizen notes delays.,0.56
C000677,2025-01-09,dept_safety,Akola,17.192876,73.425765,Disaster Management,,Report: Disaster Management problem reported near area school. citizen notes delays.,0.01
C000678,2024-08-02,dept_health,Amravati,17.05363,73.388151,Vector Control,,Report: Vector Control problem reported near area school. citizen notes delays.,0.59
C000679,2024-04-16,dept_health,Pune,17.451025,73.787611,Vector Control,,Report: Vector Control problem reported near area school. citizen notes delays.,0.42
C000680,2025-01-31,dept_safety,Nagpur,17.526846,73.798333,Public Safety,,Report: Public Safety problem reported near area market. citizen notes delays.,0.41
C000681,2024-04-01,dept_health,Pune,17.148231,73.82348,Vector Control,,Report: Vector Control problem reported near area school. citizen notes delays.,0.12
C000682,2024-02-24,dept_infrastructure,Amravati,17.79015,73.337253,Electricity,,Resident reports issue. Contact: 9547480742. Needs urgent fix.,0.19
C000683,2024-04-19,dept_safety,Nashik,17.059108,73.554748,Public Safety,,Report: Public Safety problem reported near area school. citizen notes delays.,0.03
C000684,2024-05-01,dept_safety,Amravati,17.35516,73.098142,Public Safety,,Report: Public Safety problem reported near area market. citizen notes delays.,0.02
C000685,2025-07-15,dept_safety,Solapur,17.430984,73.077163,Public Safety,,Report: Public Safety problem reported near area hospital. citizen notes delays.,0.5
C000686,2024-10-25,dept_infrastructure,Akola,17.427955,73.714793,Electricity,,Report: Electricity problem reported near area station. citizen notes delays.,0.03
C000687,2025-10-03,dept_health,Aurangabad,17.697771,73.46865,Vector Control,,Report: Vector Control problem reported near area market. citizen notes delays.,0.2
C000688,2025-04-22,dept_infrastructure,Thane,17.160252,73.656756,Electricity,,Report: Electricity problem reported near area market. citizen notes delays.,0.97
C000689,2025-07-23,dept_safety,Amravati,17.993283,73.19033,Fire,,Report: Fire problem reported near area hospital. citizen notes delays.,0.35
C000690,2025-08-31,dept_safety,Nagpur,17.788934,73.866576,Disaster Management,,Resident reports issue. Contact: 9589582023. Needs urgent fix.,0.25
C000691,2025-09-28,dept_safety,Nashik,17.348046,73.724779,Disaster Management,,Report: Disaster Management problem reported near area school. citizen notes delays.,0.03
C000692,2025-08-29,dept_safety,Solapur,17.535324,73.415984,Disaster Management,,Report: Disaster Management problem reported near area station. citizen notes delays.,0.72
C000693,2025-10-04,dept_safety,Aurangabad,17.640354,73.899297,Public Safety,,Report: Public Safety problem reported near area market. citizen notes delays.,0.17
C000694,2025-02-05,dept_infrastructure,Akola,17.262443,73.038216,Electricity,,Report: Electricity problem reported near area market. citizen notes delays.,0.65
C000695,2024-08-14,dept_health,Amravati,17.124228,73.710389,Sanitation,,Resident reports issue. Contact: 9927160678. Needs urgent fix.,0.18
C000696,2025-04-27,dept_safety,Nashik,17.450619,73.112272,Fire,,Report: Fire problem reported near area school. citizen notes delays.,0.71
C000697,2024-01-01,dept_infrastructure,Kolhapur,17.909833,73.059512,Drainage,,Report: Drainage problem reported near area school. citizen notes delays.,0.95
C000698,2024-05-29,dept_safety,Amravati,17.799484,73.925301,Public Safety,,Report: Public Safety problem reported near area hospital. citizen notes delays.,0.8
C000699,2025-06-08,dept_safety,Nagpur,17.243512,73.879311,Disaster Management,,Report: Disaster Management problem reported near area market. citizen notes delays.,0.53
C000700,2024-06-15,dept_health,Nagpur,17.382301,73.937222,Sanitation,,Report: Sanitation problem reported near area station. citizen notes delays.,0.25
C000701,2025-01-16,dept_safety,Nashik,17.029645,73.164794,Disaster Management,,Report: Disaster Management problem reported near area market. citizen notes delays.,0.98
C000702,2025-09-10,dept_safety,Kolhapur,17.693565,73.443244,Fire,,Report: Fire problem reported near area hospital. citizen notes delays.,0.08
C000703,2025-01-06,dept_infrastructure,Akola,17.294382,73.325747,Water Supply,,Report: Water Supply problem reported near area hospital. citizen notes delays.,0.44
C000704,2025-02-27,dept_health,Aurangabad,17.500394,73.45291,Healthcare,,Report: Healthcare problem reported near area hospital. citizen notes delays.,0.4
C000705,2025-08-30,dept_safety,Solapur,17.184529,73.439003,Fire,,Report: Fire problem reported near area station. citizen notes delays.,0.98
C000706,2024-07-30,dept_health,Thane,17.544977,73.781065,Healthcare,,Report: Healthcare problem reported near area school. citizen notes delays.,0.21
C000707,2024-04-08,dept_health,Pune,17.554851,73.048628,Vector Control,,Report: Vector Control problem reported near area station. citizen notes delays.,0.11
C000708,2024-02-11,dept_health,Pune,17.617915,73.050894,Vector Control,,Report: Vector Control problem reported near area hospital. citizen notes delays.,0.2
C000709,2025-03-17,dept_health,Solapur,17.314092,73.796549,Sanitation,,Report: Sanitation problem reported near area market. citizen notes delays.,0.2
C000710,2024-05-23,dept_infrastructure,Kolhapur,17.166542,73.864732,Drainage,,Report: Drainage problem reported near area hospital. citizen notes delays.,0.48
C000711,2025-09-25,dept_health,Thane,17.414243,73.231519,Healthcare,,Report: Healthcare problem reported near area school. citizen notes delays.,0.51
C000712,2024-05-11,dept_safety,Kolhapur,17.259402,73.504825,Disaster Management,,Resident reports issue. Contact: 9105301887. Needs urgent fix.,0.57
C000713,2025-03-07,dept_safety,Akola,17.520149,73.001123,Fire,,Report: Fire problem reported near area hospital. citizen notes delays.,0.95
C000714,2024-05-30,dept_infrastructure,Nagpur,17.719036,73.160926,Water Supply,,Report: Water Supply problem reported near area market. citizen notes delays.,0.32
C000715,2025-07-30,dept_safety,Mumbai,17.817829,73.275196,Disaster Management,,Report: Disaster Management problem reported near area market. citizen notes delays.,0.02
C000716,2025-03-12,dept_health,Thane,17.71452,73.914114,Sanitation,,Report: Sanitation problem reported near area station. citizen notes delays.,0.33
C000717,2024-03-29,dept_infrastructure,Aurangabad,17.29174,73.791859,Electricity,,Report: Electricity problem reported near area hospital. citizen notes delays.,0.44
C000718,2025-08-16,dept_infrastructure,Nashik,17.539371,73.618046,Drainage,,Report: Drainage problem reported near area station. citizen notes delays.,0.32
C000719,2025-08-23,dept_safety,Kolhapur,17.466946,73.423409,Disaster Management,,Report: Disaster Management problem reported near area school. citizen notes delays.,0.15
C000720,2024-10-07,dept_infrastructure,Solapur,17.014194,73.761389,Roads,,Report: Roads problem reported near area school. citizen notes delays.,0.69
C000721,2024-03-07,dept_safety,Nagpur,17.09384,73.541824,Disaster Management,,Report: Disaster Management problem reported near area station. citizen notes delays.,0.64
C000722,2024-11-08,dept_infrastructure,Aurangabad,17.106622,73.332256,Electricity,,Resident reports issue. Contact: 9012268082. Needs urgent fix.,0.29
C000723,2025-09-27,dept_safety,Aurangabad,17.55021,73.740201,Fire,,Report: Fire problem reported near area market. citizen notes delays.,0.51
C000724,2025-08-16,dept_health,Solapur,17.062855,73.734174,Sanitation,,Report: Sanitation problem reported near area market. citizen notes delays.,0.23
C000725,2025-05-22,dept_safety,Nashik,17.425564,73.8706,Public Safety,,Report: Public Safety problem reported near area school. citizen notes delays.,0.11
C000726,2024-04-23,dept_infrastructure,Akola,17.454004,73.351792,Drainage,,Report: Drainage problem reported near area market. citizen notes delays.,0.96
C000727,2025-09-27,dept_health,Akola,17.935326,73.583332,Healthcare,,Report: Healthcare problem reported near area market. citizen notes delays.,0.69
C000728,2024-11-20,dept_health,Kolhapur,17.136798,73.216057,Vector Control,,Report: Vector Control problem reported near area school. citizen notes delays.,0.34
C000729,2025-05-09,dept_safety,Nashik,17.799993,73.657362,Disaster Management,,Report: Disaster Management problem reported near area station. citizen notes delays.,0.04
C000730,2025-03-13,dept_infrastructure,Akola,17.832213,73.740027,Water Supply,,Report: Water Supply problem reported near area school. citizen notes delays.,0.9
C000731,2024-04-26,dept_health,Thane,17.98072,73.166977,Healthcare,,Report: Healthcare problem reported near area station. citizen notes delays.,0.13
C000732,2025-05-22,dept_health,Akola,17.074133,73.111349,Healthcare,,Report: Healthcare problem reported near area hospital. citizen notes delays.,0.99
C000733,2024-11-01,dept_health,Solapur,17.733435,73.044514,Healthcare,,Report: Healthcare problem reported near area school. citizen notes delays.,0.64
C000734,2024-01-29,dept_safety,Aurangabad,17.060719,73.45145,Public Safety,,Report: Public Safety problem reported near area school. citizen notes delays.,0.09
C000735,2025-01-05,dept_infrastructure,Akola,17.724594,73.401758,Drainage,,Report: Drainage problem reported near area market. citizen notes delays.,0.86
C000736,2024-06-07,dept_infrastructure,Nagpur,17.655065,73.843799,Roads,,Report: Roads problem reported near area market. citizen notes delays.,0.6
C000737,2024-09-16,dept_infrastructure,Pune,17.856893,73.314241,Water Supply,,Report: Water Supply problem reported near area market. citizen notes delays.,0.05
C000738,2024-03-18,dept_safety,Solapur,17.927123,73.151502,Disaster Management,,Report: Disaster Management problem reported near area station. citizen notes delays.,0.75
C000739,2024-10-13,dept_health,Pune,17.603251,73.401716,Healthcare,,Report: Healthcare problem reported near area school. citizen notes delays.,0.08
C000740,2024-03-18,dept_safety,Thane,17.030999,73.444295,Public Safety,,Report: Public Safety problem reported near area hospital. citizen notes delays.,0.4
C000741,2024-12-18,dept_infrastructure,Nashik,17.169615,73.10287,Drainage,,Report: Drainage problem reported near area school. citizen notes delays.,0.6
C000742,2025-06-15,dept_infrastructure,Aurangabad,17.629401,73.836525,Electricity,,Report: Electricity problem reported near area station. citizen notes delays.,0.38
C000743,2024-05-16,dept_infrastructure,Amravati,17.019656,73.012735,Electricity,,Report: Electricity problem reported near area hospital. citizen notes delays.,0.91
C000744,2025-09-03,dept_safety,Amravati,17.595686,73.874829,Public Safety,,Report: Public Safety problem reported near area station. citizen notes delays.,0.86
